"","F1_1","F1_2","F1_3","F1_4","F1_5","F1_6","F1_7","F2_1","F2_2","F2_3","F2_4","F2_5","F2_6","F2_7","F2_8","F2_9","F2_10","F2_11","F2_12","F2_13","F2_14","F2_15","F2_16","F2_17","F2_18","A1","A2","A3","A4","A5","B1","B2","B3","B4","B5","N1","N2","N3","N4","N5","CurrentLabel","NextLabel"
"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2
"2",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,2,2
"3",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20353982300885,0.20353982300885,0.20353982300885,0.20353982300885,0.20353982300885,0.141592920353982,0.141592920353982,0.141592920353982,0.141592920353982,0.141592920353982,0.654867256637168,0.654867256637168,0.654867256637168,0.654867256637168,0.654867256637168,2,1
"4",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243243243243243,0.243243243243243,0.243243243243243,0.243243243243243,0.243243243243243,0.0810810810810811,0.0810810810810811,0.0810810810810811,0.0810810810810811,0.0810810810810811,0.675675675675676,0.675675675675676,0.675675675675676,0.675675675675676,0.675675675675676,2,0
"5",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,2,1
"6",1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.277777777777778,0.277777777777778,0.277777777777778,0.277777777777778,0.277777777777778,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.611111111111111,0.611111111111111,0.611111111111111,0.611111111111111,0.611111111111111,2,0
"7",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,2,1
"8",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404255319148936,0.404255319148936,0.404255319148936,0.404255319148936,0.404255319148936,0.0638297872340425,0.0638297872340425,0.0638297872340425,0.0638297872340425,0.0638297872340425,0.531914893617021,0.531914893617021,0.531914893617021,0.531914893617021,0.531914893617021,2,1
"9",1,1,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,0,0,0,0,0,0,0.046875,0.09375,0.140625,0.1875,0.125,0.21875,0.3125,0.40625,0.5,0.5,0.546875,0.59375,0.640625,0.6875,2,0
"10",2,0,0,0,0,0,0,0,0,2,0,0.25,0.5,0.75,1,0,0,0,0,0,0,0,0,0,0,0.20353982300885,0.20353982300885,0.20353982300885,0.20353982300885,0.20353982300885,0.141592920353982,0.141592920353982,0.141592920353982,0.141592920353982,0.141592920353982,0.654867256637168,0.654867256637168,0.654867256637168,0.654867256637168,0.654867256637168,2,1
"11",2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735294117647059,0.147058823529412,0.220588235294118,0.294117647058824,0.142857142857143,0.151260504201681,0.159663865546218,0.168067226890756,0.176470588235294,0.529411764705882,0.611344537815126,0.69327731092437,0.775210084033613,0.857142857142857,2,1
"12",2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813953488372093,0.162790697674419,0.244186046511628,0.325581395348837,0,0.0406976744186047,0.0813953488372093,0.122093023255814,0.162790697674419,0.511627906976744,0.633720930232558,0.755813953488372,0.877906976744186,1,2,0
"13",2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.169642857142857,0.196428571428571,0.223214285714286,0.25,0.142857142857143,0.169642857142857,0.196428571428571,0.223214285714286,0.25,0.5,0.553571428571429,0.607142857142857,0.660714285714286,0.714285714285714,2,0
"14",2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.25,0.5,0.75,1,0,0,0,0,0,0.239130434782609,0.239130434782609,0.239130434782609,0.239130434782609,0.239130434782609,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.673913043478261,0.673913043478261,0.673913043478261,0.673913043478261,0.673913043478261,2,1
"15",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,0.166666666666667,0.1875,0.208333333333333,0.229166666666667,0.25,0,0.0208333333333333,0.0416666666666667,0.0625,0.0833333333333333,0.75,0.75,0.75,0.75,0.75,2,1
"16",3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115384615384615,0.176739926739927,0.238095238095238,0.292124542124542,0.346153846153846,0.0769230769230769,0.121794871794872,0.166666666666667,0.179487179487179,0.192307692307692,0.576923076923077,0.586080586080586,0.595238095238095,0.643772893772894,0.692307692307692,2,1
"17",3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.148148148148148,0.152777777777778,0.157407407407407,0.162037037037037,0.166666666666667,0.111111111111111,0.125,0.138888888888889,0.152777777777778,0.166666666666667,0.666666666666667,0.685185185185185,0.703703703703704,0.722222222222222,0.740740740740741,2,1
"18",3,0,0,0,0,0,0,1,1,1,0,0,0,0.5,1,0,0,0,0.5,1,0,0,0,0,0,0.147058823529412,0.170751633986928,0.194444444444444,0.227657004830918,0.260869565217391,0.138888888888889,0.156400966183575,0.173913043478261,0.189897698209719,0.205882352941176,0.565217391304348,0.60613810741688,0.647058823529412,0.656862745098039,0.666666666666667,2,1
"19",3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444444444,0.458333333333333,0.472222222222222,0.486111111111111,0.5,0.166666666666667,0.208333333333333,0.25,0.291666666666667,0.333333333333333,0.222222222222222,0.25,0.277777777777778,0.305555555555556,0.333333333333333,2,1
"20",4,0,0,0,0,0,0,0,0,4,0,0,0,0.25,1,0,0,0,0,0,1,1,1,1,1,0.166666666666667,0.166666666666667,0.166666666666667,0.177083333333333,0.1875,0,0.0625,0.125,0.145833333333333,0.166666666666667,0.666666666666667,0.677083333333333,0.6875,0.760416666666667,0.833333333333333,2,0
"21",4,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0.0869565217391304,0.105072463768116,0.148578811369509,0.238219094247246,0.394736842105263,0.131578947368421,0.199561403508772,0.227390180878553,0.272244691607685,0.391304347826087,0.473684210526316,0.509725400457666,0.551567239635996,0.602713178294574,0.666666666666667,2,0
"22",4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.303571428571429,0.362451737451737,0.378378378378378,0,0.0810810810810811,0.125482625482625,0.178571428571429,0.285714285714286,0.5,0.510135135135135,0.613899613899614,0.723214285714286,0.75,2,0
"23",5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.538461538461538,0.538461538461538,0.538461538461538,0.538461538461538,0.538461538461538,0.384615384615385,0.384615384615385,0.384615384615385,0.384615384615385,0.384615384615385,2,0
"24",5,0,0,0,0,0,0,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.111111111111111,0.111111111111111,0.222222222222222,0.386363636363636,0.545454545454545,0,0.0681818181818182,0.101010101010101,0.125,0.166666666666667,0.363636363636364,0.465909090909091,0.638888888888889,0.805555555555556,0.888888888888889,2,1
"25",5,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.272727272727273,0.297077922077922,0.321428571428571,0.348214285714286,0.375,0,0.0714285714285714,0.142857142857143,0.162337662337662,0.181818181818182,0.535714285714286,0.540584415584416,0.545454545454545,0.585227272727273,0.625,2,0
"26",5,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0.157894736842105,0.173402255639098,0.311507936507937,0.491228070175439,0.631578947368421,0.0555555555555556,0.0928362573099415,0.131578947368421,0.18984962406015,0.285714285714286,0.263157894736842,0.440789473684211,0.517857142857143,0.572838345864662,0.684210526315789,2,1
"27",6,0,0,0,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0746527777777778,0.132478632478632,0.225961538461538,0.625,0,0.114583333333333,0.197115384615385,0.301682692307692,0.4,0.25,0.582692307692308,0.6125,0.71875,0.777777777777778,2,1
"28",6,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.142857142857143,0.163265306122449,0.23728813559322,0.285714285714286,0.142857142857143,0.183673469387755,0.3,0.322033898305085,0.357142857142857,0.440677966101695,0.5,0.571428571428571,0.6,0.653061224489796,2,0
"29",6,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0.25,1,1,1,0.148148148148148,0.193639291465378,0.239130434782609,0.244565217391304,0.25,0.0833333333333333,0.0851449275362319,0.0869565217391304,0.0990338164251208,0.111111111111111,0.666666666666667,0.670289855072464,0.673913043478261,0.707326892109501,0.740740740740741,2,0
"30",6,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.148148148148148,0.167824074074074,0.1875,0.209134615384615,0.230769230769231,0.111111111111111,0.118055555555556,0.125,0.177884615384615,0.230769230769231,0.538461538461538,0.612980769230769,0.6875,0.71412037037037,0.740740740740741,2,0
"31",6,1,5,5,5,5,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0833333333333333,0.141666666666667,0.264285714285714,0.294117647058824,0,0.0416666666666667,0.166666666666667,0.229166666666667,0.285714285714286,0.428571428571429,0.716911764705882,0.75,0.75,0.8,2,1
"32",7,0,0,0,0,0,0,2,0,5,0,0,0,0.5,1,0,0,0,0,0,0,0,1,1,2,0,0.0588235294117647,0.117647058823529,0.249732620320856,0.381818181818182,0,0.0363636363636364,0.0727272727272727,0.0804812834224599,0.0882352941176471,0.545454545454545,0.669786096256684,0.794117647058823,0.897058823529412,1,2,1
"33",7,0,0,0,0,0,0,2,1,4,0,0,0,0.5,1,0,0,0,0,0,0,0,0,1,1,0.129032258064516,0.215391621129326,0.277777777777778,0.351190476190476,0.363636363636364,0.032258064516129,0.0762987012987013,0.11952861952862,0.172282938676381,0.333333333333333,0.333333333333333,0.551948051948052,0.588992974238876,0.623861566484517,0.838709677419355,2,1
"34",7,0,0,0,0,0,0,2,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,1,0.129032258064516,0.153846153846154,0.178571428571429,0.363636363636364,0.631578947368421,0.032258064516129,0.105263157894737,0.269230769230769,0.272727272727273,0.285714285714286,0.263157894736842,0.363636363636364,0.535714285714286,0.576923076923077,0.838709677419355,2,0
"35",7,1,9,9,9,9,9,1,0,6,0,0,0,0,3,0,0,0,0,1,0,0,1,1,2,0,0.0588235294117647,0.166666666666667,0.212068965517241,0.555555555555556,0,0.0344827586206897,0.125,0.200980392156863,0.272727272727273,0.444444444444444,0.676977687626775,0.708333333333333,0.763636363636364,0.833333333333333,2,1
"36",8,0,0,0,0,0,0,1,2,5,0,0,0,0.25,1,0,0,0,0,1,0,0,0,1,2,0.117647058823529,0.191176470588235,0.265737874097007,0.339114832535885,0.409090909090909,0.0980392156862745,0.112745098039216,0.120227038183695,0.160287081339713,0.272727272727273,0.318181818181818,0.500598086124402,0.623839009287926,0.705882352941176,0.764705882352941,2,0
"37",8,0,0,0,0,0,0,3,0,5,0,0,0,0.25,1,0,0,0,0,0,0,0,0,1,1,0,0.193412162162162,0.333333333333333,0.367142857142857,0.444444444444444,0,0.08,0.118055555555556,0.147683397683398,0.166666666666667,0.428571428571429,0.486111111111111,0.584144144144144,0.6875,1,2,0
